@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
236,42,159,7,78,0.082353,0.208955,0.857143,0.208955,0.142857,0.336,0.171329,1.219616,0.947176
237,42,159,6,79,0.070588,0.208955,0.875,0.208955,0.125,0.337349,0.167832,1.245025,0.947794
238,42,159,5,80,0.058824,0.208955,0.893617,0.208955,0.106383,0.33871,0.164336,1.271515,0.949033
239,41,160,5,80,0.058824,0.20398,0.891304,0.20398,0.108696,0.331984,0.160839,1.268224,0.950244
240,41,160,4,81,0.047059,0.20398,0.911111,0.20398,0.088889,0.333333,0.157343,1.296407,0.95126
241,40,161,4,81,0.047059,0.199005,0.909091,0.199005,0.090909,0.326531,0.153846,1.293532,0.952791
242,39,162,4,81,0.047059,0.19403,0.906977,0.19403,0.093023,0.319672,0.15035,1.290524,0.953457
243,38,163,4,81,0.047059,0.189055,0.904762,0.189055,0.095238,0.312757,0.146853,1.287373,0.953489
244,38,163,3,82,0.035294,0.189055,0.926829,0.189055,0.073171,0.31405,0.143357,1.318772,0.954473
245,37,164,3,82,0.035294,0.18408,0.925,0.18408,0.075,0.307054,0.13986,1.316169,0.955009
246,36,165,3,82,0.035294,0.179104,0.923077,0.179104,0.076923,0.3,0.136364,1.313433,0.95584
247,35,166,3,82,0.035294,0.174129,0.921053,0.174129,0.078947,0.292887,0.132867,1.310553,0.956193
248,34,167,3,82,0.035294,0.169154,0.918919,0.169154,0.081081,0.285714,0.129371,1.307516,0.956563
249,33,168,3,82,0.035294,0.164179,0.916667,0.164179,0.083333,0.278481,0.125874,1.304312,0.958998
250,32,169,3,82,0.035294,0.159204,0.914286,0.159204,0.085714,0.271186,0.122378,1.300924,0.961877
251,31,170,3,82,0.035294,0.154229,0.911765,0.154229,0.088235,0.26383,0.118881,1.297337,0.963158
252,30,171,3,82,0.035294,0.149254,0.909091,0.149254,0.090909,0.25641,0.115385,1.293532,0.964001
253,29,172,3,82,0.035294,0.144279,0.90625,0.144279,0.09375,0.248927,0.111888,1.28949,0.965804
254,28,173,3,82,0.035294,0.139303,0.903226,0.139303,0.096774,0.241379,0.108392,1.285187,0.968407
255,28,173,2,83,0.023529,0.139303,0.933333,0.139303,0.066667,0.242424,0.104895,1.328027,0.969059
256,27,174,2,83,0.023529,0.134328,0.931034,0.134328,0.068966,0.234783,0.101399,1.324756,0.969204
257,26,175,2,83,0.023529,0.129353,0.928571,0.129353,0.071429,0.227074,0.097902,1.321251,0.970729
258,26,175,1,84,0.011765,0.129353,0.962963,0.129353,0.037037,0.22807,0.094406,1.370186,0.971043
259,25,176,1,84,0.011765,0.124378,0.961538,0.124378,0.038462,0.220264,0.090909,1.368159,0.975636
260,24,177,1,84,0.011765,0.119403,0.96,0.119403,0.04,0.212389,0.087413,1.36597,0.975643
261,23,178,1,84,0.011765,0.114428,0.958333,0.114428,0.041667,0.204444,0.083916,1.363599,0.975805
262,22,179,1,84,0.011765,0.109453,0.956522,0.109453,0.043478,0.196429,0.08042,1.361021,0.978677
263,21,180,1,84,0.011765,0.104478,0.954545,0.104478,0.045455,0.188341,0.076923,1.358209,0.980866
264,20,181,1,84,0.011765,0.099502,0.952381,0.099502,0.047619,0.18018,0.073427,1.355129,0.982578
265,19,182,1,84,0.011765,0.094527,0.95,0.094527,0.05,0.171946,0.06993,1.351741,0.98286
266,18,183,1,84,0.011765,0.089552,0.947368,0.089552,0.052632,0.163636,0.066434,1.347997,0.983084
267,17,184,1,84,0.011765,0.084577,0.944444,0.084577,0.055556,0.155251,0.062937,1.343836,0.983248
268,17,184,0,85,0,0.084577,1,0.084577,0,0.155963,0.059441,1.422886,0.985067
269,16,185,0,85,0,0.079602,1,0.079602,0,0.147465,0.055944,1.422886,0.986016
270,15,186,0,85,0,0.074627,1,0.074627,0,0.138889,0.052448,1.422886,0.986267
271,14,187,0,85,0,0.069652,1,0.069652,0,0.130233,0.048951,1.422886,0.987526
272,13,188,0,85,0,0.064677,1,0.064677,0,0.121495,0.045455,1.422886,0.988179
273,12,189,0,85,0,0.059701,1,0.059701,0,0.112676,0.041958,1.422886,0.988188
274,11,190,0,85,0,0.054726,1,0.054726,0,0.103774,0.038462,1.422886,0.98952
275,10,191,0,85,0,0.049751,1,0.049751,0,0.094787,0.034965,1.422886,0.989573
276,9,192,0,85,0,0.044776,1,0.044776,0,0.085714,0.031469,1.422886,0.989593
277,8,193,0,85,0,0.039801,1,0.039801,0,0.076555,0.027972,1.422886,0.989711
278,7,194,0,85,0,0.034826,1,0.034826,0,0.067308,0.024476,1.422886,0.989976
279,6,195,0,85,0,0.029851,1,0.029851,0,0.057971,0.020979,1.422886,0.990152
280,5,196,0,85,0,0.024876,1,0.024876,0,0.048544,0.017483,1.422886,0.990577
281,4,197,0,85,0,0.0199,1,0.0199,0,0.039024,0.013986,1.422886,0.990977
282,3,198,0,85,0,0.014925,1,0.014925,0,0.029412,0.01049,1.422886,0.9925
283,2,199,0,85,0,0.00995,1,0.00995,0,0.019704,0.006993,1.422886,0.993479
284,1,200,0,85,0,0.004975,1,0.004975,0,0.009901,0.003497,?,0.995002
285,0,201,0,85,0,0,?,0,?,?,0,?,0.995012
